Mitgliedsnummer;DATUM;FAELLIG;BRUTTO;ZAHLUNG;MEMO;BEZAHLT
519;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
520;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
521;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
525;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
528;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
531;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
532;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
533;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
534;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;0,00;BEITRAG 2013;0
535;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
537;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
538;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
539;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
540;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
541;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
544;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
545;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
547;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
548;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
550;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
552;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
553;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
555;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
558;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
559;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
562;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
563;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
564;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
568;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
569;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
571;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
573;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
574;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
578;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
579;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
580;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
581;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
585;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
587;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
588;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
589;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
590;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;0,00;BEITRAG 2013;0
591;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
593;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
595;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
596;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
599;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
601;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
602;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
605;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
607;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
610;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
611;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
612;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
614;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
615;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
618;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
620;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
622;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
623;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
624;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
626;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
627;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
628;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
629;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
631;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
632;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
633;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
634;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
635;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
636;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
637;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
638;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
639;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
640;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
641;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
644;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
645;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
647;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
648;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
649;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
650;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
651;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
654;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
660;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
661;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
666;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
667;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
670;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
677;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
692;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
693;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
694;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
695;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
697;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
698;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
699;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
702;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
704;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
705;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
708;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
710;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
711;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
712;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
713;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
715;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
716;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
722;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
731;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
732;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
735;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
736;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
738;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
741;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
742;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
743;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
744;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
746;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
749;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
751;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
754;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
760;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
761;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
762;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
764;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
765;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
766;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
768;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
769;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
771;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
772;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
774;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
775;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
777;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
778;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
783;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
785;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
787;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
788;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
789;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
791;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
793;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
795;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
796;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
799;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
800;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
801;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
806;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
807;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
809;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
811;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
812;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
814;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
819;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
822;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
823;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
826;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
830;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
831;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
832;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
833;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
835;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
846;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
847;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
849;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
850;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
852;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
854;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
855;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
858;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
861;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
862;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
863;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
864;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
865;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
869;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
870;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
871;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
872;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
875;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
878;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
880;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
881;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
882;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
883;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
885;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
886;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
887;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
892;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
893;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
894;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
895;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
896;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
897;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
898;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
899;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
900;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
901;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
902;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
903;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
904;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
905;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
906;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
907;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
908;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
909;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
910;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
911;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
914;23.1.2013 00:00:00;31.5.2013 00:00:00;26,00;26,00;BEITRAG 2013;1
915;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
916;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
917;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
918;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
919;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
924;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
925;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
926;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
927;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
928;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
929;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
930;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
932;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
933;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
934;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
936;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
939;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
941;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
942;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
943;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
944;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
945;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
946;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
948;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
949;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
950;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
952;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
953;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
954;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
956;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
959;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
960;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
961;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
962;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
963;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
964;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
967;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
969;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
970;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
971;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
972;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
974;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
975;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
977;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
978;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
981;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
982;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
984;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
985;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
986;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
987;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
988;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
989;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
990;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
991;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
992;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
993;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
994;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
995;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
996;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
997;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
998;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
1000;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
1001;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
1002;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
1003;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
1004;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
1005;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
1006;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
1007;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
1009;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
1010;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
1011;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
1012;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;0,00;BEITRAG 2013;0
1014;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
1015;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
1016;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
1017;23.1.2013 00:00:00;31.5.2013 00:00:00;15,00;15,00;BEITRAG 2013;1
1020;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
1021;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;0,00;BEITRAG 2013;0
1022;23.1.2013 00:00:00;31.5.2013 00:00:00;45,00;45,00;BEITRAG 2013;1
