Mitgliedsnummer;DATUM;FAELLIG;BRUTTO;ZAHLUNG;MEMO;BEZAHLT
558;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
559;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
562;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
563;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
564;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
567;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
568;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
569;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
570;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
571;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
573;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
574;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
578;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
579;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
580;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
581;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
585;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
587;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
588;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
589;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
590;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
591;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
592;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
593;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
595;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
596;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
599;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
601;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
602;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
605;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
607;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
610;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
611;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
612;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
614;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
615;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
618;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
620;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
622;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
623;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
624;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
626;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
627;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
628;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
629;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
631;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
632;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
633;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
634;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
635;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
636;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
637;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
638;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
639;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
640;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
641;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
644;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
645;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
647;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
648;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
649;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
650;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
651;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
654;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
660;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
661;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
666;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
667;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
670;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
677;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
692;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
693;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
694;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
695;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
697;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
698;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
699;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
702;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
704;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
705;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
708;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
710;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
711;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
712;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
713;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
714;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
715;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
716;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
722;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
731;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
732;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
735;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
736;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
738;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
741;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
742;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
743;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
744;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
746;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
749;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
751;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
754;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
760;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
761;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
762;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
764;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
765;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
766;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
768;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
769;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
771;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
772;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
774;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
775;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
777;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
778;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
783;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
785;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
786;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
787;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
788;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
789;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
791;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
793;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
794;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
795;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
796;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
799;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
800;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
801;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
806;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
807;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
809;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
811;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
812;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
814;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
819;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
822;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
823;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
826;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
830;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
831;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
832;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
833;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
835;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
846;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
847;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
849;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
850;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
852;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
853;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
854;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
855;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
858;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
861;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
862;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
863;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
864;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
865;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
869;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
870;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
871;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
872;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
875;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
878;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
880;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
881;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
882;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
883;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
885;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
886;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
887;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
892;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
893;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
894;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
895;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
896;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
897;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
898;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
899;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
900;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
901;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
902;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
903;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
904;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
905;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
906;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
907;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
908;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
909;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
910;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
911;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
912;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
913;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
914;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
915;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
916;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
917;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
918;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
919;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
922;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
924;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
925;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
926;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
927;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
928;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
929;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
930;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
932;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
933;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
934;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
936;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
937;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
939;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
941;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
942;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
943;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
944;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
945;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
946;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
948;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
949;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
950;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
952;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
953;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
954;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
956;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
959;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
960;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
961;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
962;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
963;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
964;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
967;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
969;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
970;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
971;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
972;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
973;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
974;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
975;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
977;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
978;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
979;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;0,00;BEITRAG 2011;0
981;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
982;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
984;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
985;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
986;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
987;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
988;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
989;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
990;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
991;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
992;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
993;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
994;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
995;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
996;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
997;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
998;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
999;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1000;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1001;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1002;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1003;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1004;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1005;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1006;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1007;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1009;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1010;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1011;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1012;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;0,00;BEITRAG 2011;0
1013;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;0,00;BEITRAG 2011;0
1014;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1015;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1016;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1017;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1018;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
1019;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1020;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1021;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
1022;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1023;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1024;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1026;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1027;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
1028;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
1029;4.5.2011 00:00:00;31.5.2011 00:00:00;15,00;15,00;BEITRAG 2011;1
